title	summary	website
PLASMA biomarkers of Idiopathic Pulmonary Fibrosis	The aim of the current study is to find plasma-based biomarker candidates for Idiopathic Pulmonary Fibrosis (IPF). Incidence of IPF seems to be increasing in Europe and there is significant mortality associated with IPF. There are no sensistive biomarkers for IPF and diagnosis is entirely clinical and/or histopathological which is often delayed. Minimally invasive biomarkers of IPF would be expected to aid clinicians perfrom early diagnosis of IPF enabling better management of the disease.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010965
EndoC-betaH3 Cell FANCA Protein Interactions Regulated by Glucose Stimulation	Hyperinsulinemia affects 72% of Fanconi anemia (FA) patients and an additional 25% experience lowered glucose tolerance or frank diabetes. The underlying molecular mechanisms contributing to the dysfunction of FA pancreas β cells is unknown. Therefore, we sought to identify previously unexplored roles of FA proteins in the glucose responsive human pancreas β cell line EndoC-βH3 using a mass spectrometry-based protein interaction analysis of endogenous FANCA. This study reveals glucose stimulation-dependent changes in the FANCA interaction network indicative of the DNA damage response (DDR) through interactions with other FA proteins. We identify protein interactions with FANCA related to β cell insulin secretion.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010589
1D-DDA of human diploid fibroblasts, TIG-3 cells	One-dimensional LC-MS/MS analysis of total proteome expression in TIG-3 human embryonic lung diploid fibroblasts.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001499
CF sputum LC-MSMS -  Proteomic profile of cystic fibrosis sputum cells in adults chronically infected with Pseudomonas aeruginosa	Lung disease is the main cause of morbidity and mortality in cystic fibrosis (CF), and involves chronic infection by a destructive microbiota and perturbed innate and adaptive immune responses. Tissue damage is considered to be mediated mostly by proteases, but other bacterial and host factors may also play a role. To determine the presence of potentially injurious proteins we employed semi-quantitative Multidimensional Protein Identification Technology to identify sputum cellular proteins with consistently altered expression in CF compared to healthy controls. Ingenuity Pathway Analysis, Gene Ontology functions, protein abundance and correlation with lung function were used to infer their clinical significance. The CF proteome exhibited differential expression of proteins relating to Rho family small GTPase activity, immune cell movement and activation, generation of reactive oxygen species and dysregulation of cell death and proliferation. Compositional breakdown established neutrophil extracellular trap proteins as the consistently most abundant cellular proteins detected, while a further 13 biologically relevant proteins were found to correlate negatively with lung function. These findings expand the current understanding of the mechanisms underlying CF lung disease and identify sputum cell proteins which might be useful as markers of disease status, prognostic indicators, stratification determinants for treatment prescription or as therapeutic targets.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001985
Galectin-1 and Galectin-3 interactors	Identification of interactors is a major attempt in cell biology. Not only protein-protein but also protein-carbohydrate interactions are of high relevance for signal transduction in biological systems. Here we aim to identify novel interacting binding partners for the β-galactoside-binding proteins Galectin-1 (Gal-1) and Galectin-3 (Gal-3) in context of the eye disease proliferative vitreoretinopathy (PVR). PVR is one of the most common failures after retinal detachment surgeries and is characterized by the migration, adhesion and epithelial-to-mesenchymal transition (EMT) of retinal pigment epithelial cells (RPE) and the subsequent formation of sub- and epiretinal fibrocellular membranes. Gal-1 and Gal-3 bind in a dose- and carbohydrate-dependent manner to mesenchymal RPE cells and inhibit cellular processes like attachment and spreading. Yet knowledge about glycan-dependent interactors of Gal-1 and Gal-3 on RPE cells is very limited, although this is a prerequisite to unravel the influence of galectins on distinct cellular processes in RPE cells. In this approach, we identified by galectin pull-down experiments and quantitative proteomic screening 131 Galectin-3 and 15 Galectin-1 interactors. They mainly play a role in multiple binding processes and are mostly membrane proteins. Here we focused on two novel identified interactors of Gal-1 and Gal-3 in the context of PVR: the low-density lipoprotein receptor LRP1 and the platelet-derived growth factor receptor beta PDGFRB. We observed crosslinking and lattice formation of exogenous Gal-1 and Gal-3 with LRP1/PDGFRB and ITGB1 on the cell surface of human RPE cells. Weaker binding of Gal-1 and Gal-3 on these interactors and no lattice formation on the cell surface was seen, when complex-type-N-glycosylation was inhibited by treatment of the cells with Kifunensine. In conclusion, the identified specific glycoprotein ligands for Gal-1 and Gal-3 give us new insights in the highly specific binding of galectins to dedifferentiated RPE cells and the resulting prevention of PVR-associated cellular events.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD005461
Contribution of primary human fibroblasts and endothelial cells to the hallmarks of inflammation as determined by proteome profiling - cytoplasmic proteins of inflammatory stimulated endothelial cells	While the most important players of inflammation have been well described, a systematic analysis of the proteins fulfilling the effector functionalities during inflammation has not yet been undertaken. Here we present a systematic proteome study of inflammatory activated primary human endothelial cells and fibroblasts. Cells were stimulated with interleukin 1-beta and fractionated in order to obtain secreted, cytoplasmic and nuclear protein fractions. Proteins were submitted to a data-dependent bottom up analytical platform using a QExactive orbitrap and the MaxQuant software for protein identification and label-free quantification. Results were further combined with similarly generated data previously obtained from the analysis of inflammatory activated peripheral blood mononuclear cells. Applying an FDR of less than 0.01 at both peptide and protein level, a total of 8235 protein groups assembled from 163858 peptides was identified. Comparative proteome analysis allowed us to determine proteins regulated in each kind of cells during inflammation. Remarkably, cells were working on similar inflammation-related tasks, however, by regulating different proteins. Thus, we were able to determine cell type-specific inflammatory signatures, apparently resulting from cell type-specific regulatory mechanisms. Hallmarks of inflammation emerged from these findings, representing commonly and cell type-specific responsibilities of cells during inflammation.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003407
Complementary Phosphoproteomic Approaches Link IL-23R Downstream Signaling with Metabolic Adaptation in Lymphocytes	Interleukin (IL)-23 mediated signal transduction represents a major molecular mechanism underlying the pathology of inflammatory bowel disease (IBD), Crohn's disease (CD) and ulcerative colitis (UC). In addition, emerging evidence supports the role of IL-23-driven Th17 cells in inflammation. Components of the IL-23 signalling pathway, such as IL23R, JAK2 and STAT3, have been characterised, but elements unique to this network as compared to other interleukins have not been readily addressed. In this study, we have undertaken a multi-stage phosphoproteomics approach to better characterise downstream signalling events. To this end, we performed and compared phosphopeptide and phosphoprotein enrichment methodologies after activation of T lymphocytes by IL-23. We demonstrate the complementary nature of the two phosphor-enrichment approaches by maximising the capture of phosphorylation events. A total of 8069 unique phosphopeptides (containing 8344 unique sites), and 4317 unique phosphorylated proteins were identified, amongst which STAT3, PKM2, CDK6 and LASP-1 clearly showed induction of specific phosphorylation sites that were not readily observed after IL-2 stimulation. Interestingly, we observed subsequent translocation of STAT3 and PKM2 to the nucleus as well as increased phosphorylation especially of the nuclear portion at ~30 min after IL-23 stimulation, suggesting a wide range of cellular responses including proliferation and metabolic adaptation.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002990
Human Cdc14A is phosphorylated by Cdk1 at early mitosis	Cdc14 enzymes compose a family of highly conserved phosphatases that are present in a wide range of organisms, including yeast and humans, and that preferentially reverse the phosphorylation of Cyclin-Dependent Kinase (Cdk) substrates. The budding yeast Cdc14 orthologue has essential functions in the control of late mitosis and cytokinesis. In mammals, however, the two Cdc14 homologues, Cdc14A and Cdc14B, do not play a prominent role in controlling late mitotic events, suggesting that some Cdc14 functions are not conserved across species. Moreover, in yeast, Cdc14 is regulated by changes in its subcellular location and by phosphorylation events. In contrast, little is known about the regulation of human Cdc14 phosphatases. Here, we have studied how the human Cdc14A orthologue is regulated during the cell cycle. We found that Cdc14A is phosphorylated on Ser411, Ser453 and Ser549 by Cdk1 early in mitosis and becomes dephosphorylated during late mitotic stages. Interestingly, in vivo and in vitro experiments revealed that, unlike in yeast, Cdk1-mediated phosphorylation of human Cdc14A did not control its catalytic activity but likely modulated its interaction with other proteins in early mitosis. These findings point to differences in Cdk1-mediated mechanisms of regulation between human and yeast Cdc14 orthologues.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD009481
Extracellular matrix analysis of human keloid scars	Fibrosis is vaguely described as connective tissue deposition that can be excessive in pathological conditions. This suggests a quantitative spectrum of fibrosis wherein there can be more or less extracellular matrix (ECM), which in the context of a repairing skin wound could reflect the range from normal scar to keloid. This depiction, however, does not encompass the potential qualitative differences between normal and pathological scars. In keloids, the markedly different physical (hard and dense) and histological (hyalinization) characteristics compared to normal scars indicate an altered and inappropriate matrix, rather than simply too much. With this quantitative discovery-based proteomics we provide a thorough molecular description of keloid lesions relative to normal scars, which is an essential step towards our understanding of this problem.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015057
A unified protocol for simultaneous extraction of DNA and proteins from archaeological dental calculus	Archaeological materials are a finite resource, and efforts should be made to minimize destructive analyses. This can be achieved by using protocols combining extraction of several lines of evidence, which decreases the material needed for analyses while maximizing the information yield. Archaeological dental calculus is a source of several different types of biomolecules, as well as microfossils, and can tell us about the human host, microbiome, diet, and even occupational activities. Here, we present a unified protocol allowing for simultaneous extraction of DNA and proteins from archaeological dental calculus. We evaluate the protocol on dental calculus from a range of ages and estimated preservation states, and compare it against standard DNA-only and protein-only protocols. We find that most aspects of downstream analyses are unaffected by the unified protocol, although minor shifts in the recovered proteome can be detected. Protein recovery depends on both the amount of starting material and choice of extraction protocol, whereas DNA recovery is significantly lowered through the unified protocol. However, DNA recovery from dental calculus is generally very high, and we found no differences in DNA fragment characteristics or taxonomic profile. In conclusion, the unified protocol allows for simultaneous extraction of two complementary lines of evidence from archaeological dental calculus without compromising downstream analyses, thereby minimizing the need for destructive analysis of this finite resource.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015817
human H. pylori induced TAK1/TAB1 interactomics	Study of dynamic changes in TAK1/TAB1 complex formation after H. pylori infection in human epithelial cells	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD007632
Proteome profiling of microvesicles, exosomes and supernatant from SKOV3	Proteome-metabolome profiling of ovarian cancer ascites reveals novel components involved in intercellular communication http://www.mcponline.org/content/early/2014/09/30/mcp.M114.041194.full.pdf+html?sid=78e7a955-fa54-4ded-b296-89f1fb6adbec	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001402
Down-regulation of collagen hydroxylation in colorectal liver metastasis	Collagen, a major component of the extracellular matrix, is significantly upregulated in colorectal liver metastasis (CRLM) compared to liver tissue. Expression levels of specific collagen types in CRLM resemble those in colorectal cancer (CRC) and colon tissue. We investigated whether the collagen hydroxylation pattern from the primary tumor also migrates with the metastatic tumor. The degree of collagen alpha-1(I) hydroxylation in colon, CRC, liver, and CRLM tissue in the same individuals (n=14) was studied with mass spectrometry. The degree of hydroxylation was investigated in 36 collagen alpha-1(I) peptides, which covered 54% of the triple helical region. The average degree of hydroxylation in liver tissue was similar to that in colon tissue. The overall degree of hydroxylation was significantly lower (9% +/- 14%) in CRC tissue and also significantly lower (12% +/-22%) in CRLM tissue compared to colon or liver tissue. Still, in previous research of liver and CRLM enzymes involved in collagen hydroxylation were found to be upregulated, whereas P4HB (4-prolyl hydroxylase beta unit) was downregulated. Furthermore, 11 peptides are present with a specific number of hydroxylations that are significantly different between CRLM and liver tissue; these peptides could be candidates for the detection of CRLM. For one of these eleven peptides, a matching naturally occurring peptide in urine has been identified as being significantly different between patients suffering from CRLM and healthy controls. We conclude that the degree of hydroxylation in CRC and CRLM tumor tissue is in general significantly downregulated in comparison to healthy colon and liver tissue. The hydroxylation pattern in CRLM resemble partly the pattern in liver, primary colorectal cancer and colon.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD015015
ER chemical proteomics with ER-localizable reactive molecules	The endoplasmic reticulum (ER) is an organelle that performs a variety of essential cellular functions via interactions with other organelles. Despite its important role, chemical tools for profiling the composition and dynamics of ER proteins remain very limited because of the labile nature of these proteins. Here, we developed ER-localizable reactive molecules (called ERMs) as tools for ER-focused chemical proteomics. ERMs can spontaneously localize in the ER of living cells and selectively label ER-associated proteins with a combined affinity and imaging tag, enabling tag-mediated ER protein enrichment and identification with liquid chromatography tandem-mass spectrometry (LC-MS/MS). The ERM probes could be used simultaneously with the nucleus- and mitochondria-localizable reactive molecules previously developed by our group, which enabled orthogonal organellar chemoproteomics in a single biological sample. Moreover, quantitative analysis of the dynamic changes in ER-associated proteins in response to tunicamycin-induced ER stress was performed by combining ER-specific labeling with SILAC (stable isotope labeling by amino acids in cell culture)-based quantitative MS technology. Our results demonstrated that ERM-based chemical proteomics provides a powerful tool for labeling and profiling ER-related proteins in living cells.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD011618
Bovine tissue and blood contamination from bullets by LC-MS/MS	We have measured the proteomes of different major bovine organs in multiple replicate. Before the actual sample preparation, organs were penetrated with metal bullets experimentally. The biological material on these projectiles was then "on-surface" digested using trypsin and analyzed using LC-MS/MS. Further experiments have been done testing the influence of different metal types, shooting and the contamination with human blood.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002193
Proteomic analysis of neutrophil extracellular traps (healthy control, rheumatoid arthritis, systemic lupus erythematosus)_C4PR_LIV	Neutrophil Extracellular Traps (NETs) are chromatin-derived extracellular structures that are expelled from neutrophils in response to infectious or inflammatory stimuli. NET DNA structures are decorated with proteins including histones, myeloperoxidase and neutrophil elastase. NETs are implicated in the development of auto-immunity in diseases including rheumatoid arthritis (RA) and systemic lupus erythematosus (SLE) through the externalisation of intracellular neoepitopes e.g. dsDNA and nuclear proteins in SLE and citrullinated peptides in RA. The aim of this work was to use quantitative proteomics to identify and measure NET proteins produced by neutrophils from healthy individuals, and from patients with RA and SLE.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD011796
Stable isotope labeling of phosphoproteins for large-scale  phosphorylation rate determination	Signals that control response to stimuli and cellular function are transmitted through dynamic phosphorylation of thousands of proteins by protein kinases. Many techniques have been developed to study phosphorylation dynamics, including several mass spectrometry (MS)-based methods. Over the last few decades, substantial developments have been made in MS techniques for the large-scale identification of proteins and their post-translational modifications. Nevertheless, all of the current MS-based techniques for quantifying protein phosphorylation dynamics rely on the measurement of changes in peptide abundance levels and many methods suffer from low confidence in phosphopeptide identification due to poor fragmentation. Here we have optimized an approach for the Stable Isotope Labeling of Amino acids by Phosphate (SILAP) using [-18O4]ATP in nucleo to determine global site-specific phosphorylation rates. The advantages of this metabolic labeling technique are: increased confidence in phosphorylated peptide identification, direct labeling of phosphorylation sites, measurement phosphorylation rates, and the identification of actively phosphorylated sites in a cell-like environment. In this study we calculated approximate rate constants for over 500 phosphorylation sites based on labeling progress curves. We measured a wide range of phosphorylation rate constants from 0.34 min-1 to 0.001 min-1.  Finally, we applied SILAP to determine sites that have different phosphorylation kinetics during G1/S and M phase. We found that most sites have very similar phosphorylation rates under both conditions; however a small subset of sites on proteins involved in the mitotic spindle were more actively phosphorylated during M phase, while proteins involved in DNA replication and transcription were more actively phosphorylated during G1/S phase.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000680
Comprehensive Identification of Phosphorylation Sites on the Numb Endocytic Adaptor Protein	Numb is an endocytic adaptor protein that functions in the endocytosis and intracellular trafficking of membrane receptors and adhesion molecules.  Numb localization and function have been shown to be regulated by phosphorylation through atypcial protein kinase C at several key sites.  Here, we use Liquid Chromatogrpahy, Tandem Mass Spectrometry to identify additional Numb phosphorylation sites not yet characterized.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD000997
MS-rescue: A Computational Pipeline to Increase the Quality and Yield of Immunopeptidomics Experiments	We propose a new pipeline for the refinement of spectrum-peptide assignment, designed specifically for MHC ligand identification. By modeling the peptidome as a collection of a limited number of specificities, corresponding to the MHC alleles of the cell line, our method achieves increased sequencing depth, while at the same time removing potential experimental outliers and contaminants.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD011723
Hb Oxidation in stored RBCs and Vesicles	We used a state of the art proteomics workflow, based upon nano-UPLC-MS\MS and advanced database searching to identify oxidative modifications to functional residues of hemoglobin subunit beta . Progressive accumulation of oxidized residues in stored erythrocytes and selective removal in vesicles was observed, further substantiating the hypothesis about vesiculation as a self-protecting mechanism in aging erthrocytes.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002798
Contractile work contributes to maturation of energy metabolism in hiPSC-derived cardiomyocytes	Energy metabolism is a key aspect of cardiomyocyte biology. Human induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CM) are a promising tool for biomedical application, but they are immature and have not undergone metabolic shift related to early postnatal development. Cultivation of hiPSC-CM in 3D engineered heart tissue (EHT) format leads to morphological maturation. This study compared the mitochondrial and metabolic state of hiPSC-CM in standard 2D culture and the EHT format and determined the influence of contractile activity. HiPSC-CM in EHTs showed ~2-fold higher number of mitochondria (electron microscopy), mitochondrial mass (mitotracker), DNA (Mt-ND1, Mt-ND2), and protein abundance (proteome) than in 2D culture. While hiPSC-CM exhibited the principal ability to use glucose, lactate and fatty acids as energy substrates irrespective of culture format, hiPSC-CM in 3D performed more oxidation of glucose, lactate and fatty acid, and less anaerobic glycolysis. The increase in mitochondrial mass and DNA in 3D was diminished by pharmacological inhibition of contractile force, suggesting that contractile work participates in mitochondrial development hiPSC-CM. In conclusion, contractile work in the EHT format contributes to metabolic maturation of hiPSC-CM.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD008205
The human spermatozoa proteome	The human spermatozoa proteome was in depth characterized using shotgun iterative GeLC-MS/MS method with peptide exclusion lists.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002367
Host targets of Citrobacter secreted effectors	Identification of human proteins targeted by Citrobacter secreted effectors by affinity purification followed by mass spectrometry.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003943
Mass spectrometry based detergent-insoluble proteins of  human cell lysates	The PXD project contains a project which aimed to identify  protein evidences (missing proteins) from insoluble proteins from cell lysate by mass spectrometry. It  involves the analysis of 3 human lung cell line and 3 liver cell lines,including the identification information and quantitative information.The raw data, peak data and search data were all cataloged into this project.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001694
Stable-protein Pair Analysis as A Novel Strategy to Identify Proteomic Signatures: Application to Seminal Plasma From Infertile Patients.	Our aim was to define seminal plasma proteome signatures of infertile patients categorized according to their seminal parameters using TMT-LC-MS/MS. To that extent, quantitative proteomic data was analyzed following two complementary strategies: (i) the conventional approach based on standard statistical analyses of relative protein quantification values; and (ii) a novel strategy focused on establishing stable-protein pairs. By conventional analyses, the abundance of some seminal plasma proteins was found to be positively correlated with sperm concentration. However, this correlation was not found for all the peptides within a specific protein, bringing to light the high heterogeneity existing in the seminal plasma proteome due to both the proteolytic fragments and/or the post-translational modifications. This issue was overcome by conducting the novel stable-protein pairs analysis proposed herein. A total of 182 correlations comprising 24 different proteins were identified in the normozoospermic-control population, while this proportion was drastically reduced in infertile patients with altered seminal parameters (18 in patients with reduced sperm motility, 0 in patients with low sperm concentration and 3 in patients with no sperm in the ejaculate). These results suggest the existence of multiple etiologies causing the same alteration in seminal parameters. Additionally, the repetition of the stable-protein pair analysis in the control group by adding the data from a single patient at a time enabled to identify alterations in the stable-protein pairs profile of individual patients with altered seminal parameters. These results suggest potential underlying pathogenic mechanisms in individual infertile patients, and might open up a window to its application in the personalized diagnostic of male infertility.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010579
Targeting the Scaffold Protein Plectin by an Organometallic as a Strategy to Inhibit Tumour Invasiveness- whole cell lysate of HCT 116 epithelial cells, plestatins-3 normal pull down 4h	The inability of determining direct molecular targets of metal-based therapeutic agents beyond the platinum class is one of the major bottlenecks in their development. Here, we employ an integrated chemical proteomics and response profiling approach to identify and validate plestatins, based on an organometallic ruthenium(II) scaffold, as selective plectin-targeting agents. Plectin is a giant scaffold protein involved in controlling cytoarchitecture. Subcytotoxic concentrations of plestatins induce drastic morphological phenotypes on the microtubule (MT) network accompanied by a global down-regulation of translational activity. Plestatins possess anti-invasive properties in tumour spheroids and also display tumour-inhibiting effects in vivo after oral administration. The ability of plestatins to alter the MT network via plectin represents a unique mechanism to target MTs and shows promise as an anticancer strategy.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD005389
Contribution of primary human fibroblasts and endothelial cells to the hallmarks of inflammation as determined by proteome profiling - nuclear proteins of untreated fibroblasts	While the most important players of inflammation have been well described, a systematic analysis of the proteins fulfilling the effector functionalities during inflammation has not yet been undertaken. Here we present a systematic proteome study of inflammatory activated primary human endothelial cells and fibroblasts. Cells were stimulated with interleukin 1-beta and fractionated in order to obtain secreted, cytoplasmic and nuclear protein fractions. Proteins were submitted to a data-dependent bottom up analytical platform using a QExactive orbitrap and the MaxQuant software for protein identification and label-free quantification. Results were further combined with similarly generated data previously obtained from the analysis of inflammatory activated peripheral blood mononuclear cells. Applying an FDR of less than 0.01 at both peptide and protein level, a total of 8235 protein groups assembled from 163858 peptides was identified. Comparative proteome analysis allowed us to determine proteins regulated in each kind of cells during inflammation. Remarkably, cells were working on similar inflammation-related tasks, however, by regulating different proteins. Thus, we were able to determine cell type-specific inflammatory signatures, apparently resulting from cell type-specific regulatory mechanisms. Hallmarks of inflammation emerged from these findings, representing commonly and cell type-specific responsibilities of cells during inflammation.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003414
Contribution of primary human fibroblasts and endothelial cells to the hallmarks of inflammation as determined by proteome profiling - secreted proteins of inflammatory stimulated fibroblasts	While the most important players of inflammation have been well described, a systematic analysis of the proteins fulfilling the effector functionalities during inflammation has not yet been undertaken. Here we present a systematic proteome study of inflammatory activated primary human endothelial cells and fibroblasts. Cells were stimulated with interleukin 1-beta and fractionated in order to obtain secreted, cytoplasmic and nuclear protein fractions. Proteins were submitted to a data-dependent bottom up analytical platform using a QExactive orbitrap and the MaxQuant software for protein identification and label-free quantification. Results were further combined with similarly generated data previously obtained from the analysis of inflammatory activated peripheral blood mononuclear cells. Applying an FDR of less than 0.01 at both peptide and protein level, a total of 8235 protein groups assembled from 163858 peptides was identified. Comparative proteome analysis allowed us to determine proteins regulated in each kind of cells during inflammation. Remarkably, cells were working on similar inflammation-related tasks, however, by regulating different proteins. Thus, we were able to determine cell type-specific inflammatory signatures, apparently resulting from cell type-specific regulatory mechanisms. Hallmarks of inflammation emerged from these findings, representing commonly and cell type-specific responsibilities of cells during inflammation.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD003417
The circadian E3 ligase complex SCFFBXL3+CRY targets TLK2	We recently demonstrated that the circadian clock component CRY2 is an essential cofactor in the SCFFBXL3-mediated ubiquitination of c-MYC. Because our demonstration that CRY2 recruits phosphorylated substrates to SCFFBXL3 was unexpected, we investigated the scope of this role by searching for additional substrates of FBXL3 that require CRY1 or CRY2 as cofactors. Here, we describe an affinity purification mass spectrometry (APMS) screen through which we identified more than one hundred potential substrates of SCFFBXL3+CRY1/2, including the cell cycle regulated Tousled-like kinase, TLK2. Both CRY1 and CRY2 recruit TLK2 to SCFFBXL3, and TLK2 kinase activity is required for this interaction. Overexpression or genetic deletion of CRY1 and/or CRY2 decreases or enhances TLK2 protein abundance, respectively. These findings reinforce the idea that CRYs function as co-factors for SCFFBXL3, provide a resource of potential substrates, and establish a molecular connection between the circadian and cell cycle oscillators via CRY-modulated turnover of TLK2.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD009522
Chr18 Consortium MS-data for missing proteins mining	Despite direct or indirect efforts of proteomic community, the fraction of blind spots on the protein map is still significant. Almost 10% (?) of human master protein has no experimental validation up to now. Apparently, proteomics has reached the stage where all easy scores are achieved (?), and every next identification requires more intension and curiosity in expansion of unusual types of biomaterial and/or conditions. In this article we discuss the current state of missing proteins search conducted by eclectic Russian Consortium in frame of C-HPP. We accumulated various data, obtained by Russian Proteomic Consortium.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD014300
Proteogenomic Landscape of Squamous Cell Lung Cancer 2: Tandem Mass Tag Datasets	We report an integrated analysis incorporating DNA copy number analyses, somatic exon mutations, mRNA expression via RNA-sequencing, and shotgun mass spectrometry analysis of protein abundance in 108 surgically resected squamous cell lung cancers (SCC) with accompanying clinical outcome, evaluation of tumor pathology, and other clinically relevant data.  We identified three major subtypes of SCC at the proteomic level, with two groups associated with inflammation/immune response or oxidation-reduction biology.  Inflamed tumors could be further sub-classified based on neutrophil infiltration or antigen presentation proteomes and reflected patterns of infiltrating immune cells.  No gene mutations, mRNA signatures, or proteomic subclasses were associated with outcomes; however, the presence of B-cell rich tertiary lymph node structures could be associated with better patient outcomes.  By integrating our proteogenomic data with publicly available RNA interference screen data, we identified TP63, PSAT1, and AKR1C3 as vulnerabilities in SCC, particularly in the redox proteomic group.  This cohort and its deep molecular data serves as an important resource to better understand biology and targets associated with SCC.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010429
Homologous recombination repair and cholesterol-mediated drug efflux induce dose-dependent chemoresistance in nutrient-deprived neuroblastoma cells	Neuroblastoma is a solid pediatric tumor with heterogeneous clinical behaviors. Chemotherapy is widely used to treat neuroblastoma. However, dose-dependent responses and chemoresistance mechanisms of neuroblastoma cells to anticancer drugs remain challenges in various conditions. Here, we investigated the dose-dependent effects of topotecan on human neuroblastoma cells (SK-N-SH, SH-SY5Y, and SK-N-BE) under various nutrient supply conditions. Serum-starved human neuroblastoma cells showed reduced toxicity, and their survival rate increased upon treatment with a high concentration (1 μM) of topotecan. Quantitative profiling of global and phosphoproteome identified 12,959 proteins and 48,812 phosphosites, respectively, from SK-N-SH cells. Network analysis revealed that topotecan up-regulated DNA repair and cholesterol-mediated topotecan efflux, resulting in topotecan resistance. Results of DNA damage assay, cell cycle, and quantitative analyses of membrane cholesterol supported the validity of these resistance factors and their applicability to all neuroblastoma cells investigated in this study. Our results provide a model for high dose-dependent chemoresistance in neuroblastoma cells that could enable a patient-dependent chemotherapy screening strategy.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD014648
Cervicovaginal dysbiosis is associated with significant changes in the cervicovaginal proteome related to immune activation and increased cell death	Cervicovaginal microbiome dysbiosis is associated with increased prevalence and incidence of sexually transmitted infections including HIV. We compared the cervicovaginal proteome as characterised by mass-spectrometry of four groups of African female sex workers (total N=50) grouped by microbiome composition as characterised by 16S rDNA microarray.  Group 1 had a Lactobacillus crispatus-dominated microbiome, group 2 a L. iners-dominated microbiome, and groups 3 and 4 had a microbiome containing multiple genera of anaerobic bacteria, with group 3 representing transition to or from dysbiosis and group 4 full dysbiosis. 82 human proteins were differentially abundant among the groups, either showing an increasing or decreasing trend from microbiome groups 1 to 4. Proteins that increased included proteasome subunits and other proteins involved in catabolic metabolism, actin organising proteins and proteins involved in the immune response. Proteins that decreased included antiproteases, keratins, and cornified envelope proteins. We also compared the abundance of pre-defined proteins of interest among microbiome groups: markers of cell type, inflammation, and cell death, and mucins. The dysbiotic groups had increased abundance of proteins unique to lymphocytes and macrophages, pro-inflammatory cytokines, cell death markers, and MUC5B. We conclude that the cervicovaginal human proteome is associated with the cervicovaginal microbiome in a dose-response manner. The changes are likely caused by a pro-inflammatory influx of immune cells and an increase of cell death in dysbiosis. Dysbiosis-associated immune activation, breaches in epithelial integrity, altered mucin balance, and altered protease-antiprotease balance may all contribute to the increased risk of HIV transmission when cervicovaginal dysbiosis is present.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD001435
CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue: Proteome, VU, part 3	The goal of the CPTAC, TCGA Cancer Proteome Study of Colorectal Tissue is to analyze the proteomes of TCGA tumor samples that have been comprehensively characterized by molecular methods. Ninety-five TCGA tumor samples were used in this study.	http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD002082
